name,year,kilometers_Driven,fuel_Type,transmission,owner_Type,mileage,selling_price,price
Maruti Celerio VXI,2014,48000,Petrol,Manual,First,23.1 kmpl,3.25,325000
Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55 kmpl,8.5,850000
Hyundai Verna 1.4 CRDi,2016,79000,Diesel,Manual,First,24.8 kmpl,7.25,725000
Renault Fluence Diesel E4,2013,57000,Diesel,Manual,First,21.8 kmpl,4.61,461000
Volkswagen Polo 1.2 MPI Highline,2016,29754,Petrol,Manual,First,16.2 kmpl,5.3,530000
Tata Indigo LX,2012,50123,Diesel,Manual,First,17.0 kmpl,1.9,190000
Hyundai i10 Sportz,2012,57184,Petrol,Manual,First,20.36 kmpl,3.09,309000
BMW 7 Series 730Ld Sedan,2007,75000,Diesel,Automatic,Second,16.46 kmpl,9.5,950000
Hyundai Creta 1.6 CRDi AT SX Plus,2015,26000,Diesel,Automatic,First,17.01 kmpl,12.65,1265000
Hyundai Grand i10 Magna,2016,22129,Petrol,Manual,First,18.9 kmpl,4.25,425000
Maruti Ritz VDi,2011,127887,Diesel,Manual,First,21.1 kmpl,2.95,295000
Mahindra Scorpio 2.6 SLX CRDe,2006,92000,Diesel,Manual,First,10.5 kmpl,3.45,345000
Hyundai i10 Era,2011,60634,Petrol,Manual,First,19.81 kmpl,3.3,330000
Tata Safari Storme 2012-2015 VX,2014,90000,Diesel,Manual,First,14.0 kmpl,8,800000
Honda Civic 2006-2010 1.8 V MT,2009,59000,Petrol,Manual,First,13.5 kmpl,2.71,271000
Maruti Zen Estilo LXI BSIII,2012,59293,Petrol,Manual,First,18.2 kmpl,2.7,270000
Maruti Swift Dzire VDI,2012,80753,Diesel,Manual,Second,23.4 kmpl,4.5,450000
Toyota Fortuner 4x2 Manual,2015,40000,Diesel,Manual,Second,13.0 kmpl,18.75,1875000
Maruti Swift VDI,2014,103000,Diesel,Manual,Second,28.4 kmpl,5.25,525000
Maruti Wagon R Duo LX BSIII,2012,72389,LPG,Manual,First,26.2 km/kg,3.2,320000
Maruti Dzire LDI,2017,48000,Diesel,Manual,First,28.4 kmpl,6,600000
Hyundai Grand i10 Asta,2014,41000,Petrol,Manual,First,18.9 kmpl,3.14,314000
Renault KWID RXL,2016,26000,Petrol,Manual,First,25.17 kmpl,2.55,255000
Tata Indigo CS eGLX BS IV,2012,30000,Petrol,Manual,Second,15.64 kmpl,2.3,230000
Ford Figo Diesel Titanium,2014,74624,Diesel,Manual,First,20.0 kmpl,5.65,565000
Porsche Cayenne 2009-2014 Diesel,2015,47877,Diesel,Automatic,First,15.15 kmpl,48.22,4822000
Maruti Alto K10 VXI,2016,35000,Petrol,Manual,First,24.07 kmpl,3,300000
Volkswagen Vento 1.5 TDI Highline,2015,52123,Diesel,Manual,First,20.34 kmpl,7.5,750000
Mahindra Scorpio 2.6 SLX CRDe,2005,90000,Diesel,Manual,First,10.5 kmpl,2.6,260000
BMW X3 xDrive 20d Luxury Line,2018,1400,Diesel,Automatic,First,18.56 kmpl,61.25,6125000
Honda City 1.5 V MT,2009,122000,Petrol,Manual,Second,17.0 kmpl,3.5,350000
Mini Cooper 3 DOOR S,2016,21110,Petrol,Automatic,First,17.44 kmpl,28.95,2895000
Mitsubishi Pajero Sport 4X4 AT,2015,78000,Diesel,Automatic,First,13.5 kmpl,15,1500000
Maruti Swift Dzire VDi,2012,72000,Diesel,Manual,First,19.3 kmpl,4.25,425000
Bentley Continental Flying Spur,2006,48000,Petrol,Automatic,First,8.6 kmpl,59,5900000
Maruti Ertiga VDI,2013,43486,Diesel,Manual,First,20.77 kmpl,6.6,660000
Toyota Innova 2.5 G4 Diesel 7-seater,2007,199000,Diesel,Manual,Second,12.8 kmpl,5.2,520000
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2010,34000,Petrol,Manual,First,11.7 kmpl,10,1000000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2016,37944,Diesel,Automatic,First,14.84 kmpl,35,3500000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,30000,Diesel,Manual,First,22.7 kmpl,8.75,875000
Toyota Etios Liva 1.2 G,2015,64005,Petrol,Manual,First,17.71 kmpl,4.57,457000
Hyundai i10 Magna 1.2,2012,62000,Petrol,Manual,First,20.36 kmpl,2.5,250000
Hyundai Santro LP - Euro II,2005,105000,Petrol,Manual,First,0.0 kmpl,1.75,175000
Land Rover Freelander 2 SE,2014,59885,Diesel,Automatic,First,12.39 kmpl,20.11,2011000
Toyota Innova 2.5 V Diesel 8-seater,2011,144471,Diesel,Manual,First,12.8 kmpl,7.8,780000
Hyundai i20 1.2 Magna,2011,63991,Petrol,Manual,First,18.5 kmpl,3.61,361000
Hyundai Santro Xing XO eRLX Euro II,2007,72000,Petrol,Manual,Second,17.0 kmpl,1.11,111000
Nissan Micra XV CVT,2015,34895,Petrol,Automatic,First,19.15 kmpl,4.6,460000
BMW X6 xDrive 40d M Sport,2015,97003,Diesel,Automatic,First,15.87 kmpl,85,8500000
Honda City 1.5 V AT,2015,45000,Petrol,Automatic,First,16.8 kmpl,5.25,525000
Honda Amaze E i-Dtech,2013,45000,Diesel,Manual,Second,25.8 kmpl,3.3,330000
Toyota Fortuner 3.0 Diesel,2013,100000,Diesel,Manual,Second,11.5 kmpl,17.75,1775000
Land Rover Discovery Sport SD4 HSE Luxury,2016,70000,Diesel,Automatic,First,12.97 kmpl,35,3500000
Hyundai Creta 1.6 CRDi SX,2016,37023,Diesel,Manual,First,19.67 kmpl,13.39,1339000
Chevrolet Beat Diesel LT,2012,81000,Diesel,Manual,First,25.44 kmpl,2.5,250000
Toyota Innova Crysta 2.8 GX AT,2017,20789,Diesel,Automatic,First,11.36 kmpl,18.36,1836000
Maruti Swift Dzire VDI,2015,68310,Diesel,Manual,First,23.4 kmpl,5.95,595000
Hyundai Creta 1.6 CRDi SX Option,2015,47250,Diesel,Manual,Second,19.67 kmpl,11,1100000
Land Rover Range Rover Sport SE,2014,47000,Diesel,Automatic,Second,12.65 kmpl,64.75,6475000
Honda Amaze VX i-DTEC,2017,128000,Diesel,Manual,First,25.8 kmpl,6.3,630000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,17702,Petrol,Manual,First,15.29 kmpl,11.94,1194000
Volkswagen Vento Sport 1.2 TSI AT,2014,34987,Petrol,Automatic,First,18.19 kmpl,5.95,595000
Honda City i DTec VX,2017,37000,Diesel,Manual,First,26.0 kmpl,11,1100000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,38271,Petrol,Manual,First,15.29 kmpl,12.53,1253000
Ford Figo Diesel Titanium,2012,32510,Diesel,Manual,Second,20.0 kmpl,3.75,375000
BMW 5 Series 2013-2017 530d M Sport,2014,88000,Diesel,Automatic,First,14.69 kmpl,27,2700000
Mitsubishi Pajero 2.8 SFX 7Str,2012,116000,Diesel,Manual,First,10.5 kmpl,9.95,995000
Renault Duster 85PS Diesel RxL Option,2013,156000,Diesel,Manual,First,19.87 kmpl,4.2,420000
Maruti Ritz VXI,2010,75319,Petrol,Manual,Second,21.1 kmpl,2,200000
Hyundai Grand i10 Sportz,2013,28000,Petrol,Manual,First,18.9 kmpl,3.25,325000
Mercedes-Benz GLA Class 200 CDI SPORT,2017,16500,Diesel,Automatic,First,17.9 kmpl,34,3400000
BMW 5 Series 520d Luxury Line,2016,75637,Diesel,Automatic,First,22.48 kmpl,30.37,3037000
Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32854,Petrol,Automatic,First,13.0 kmpl,12.6,1260000
Renault KWID RXT Optional,2019,6568,Petrol,Manual,First,25.17 kmpl,5.09,509000
Audi A4 3.0 TDI Quattro,2014,30000,Diesel,Automatic,First,14.94 kmpl,24.5,2450000
Maruti Ciaz VDI SHVS,2018,17804,Diesel,Manual,Second,28.09 kmpl,7.97,797000
Honda Jazz S,2011,69768,Petrol,Manual,First,16.0 kmpl,2.9,290000
BMW 3 Series 320d Luxury Line,2016,62404,Diesel,Automatic,First,22.69 kmpl,21.33,2133000
Hyundai Verna SX CRDi AT,2012,97000,Diesel,Automatic,Second,19.08 kmpl,6.5,650000
Hyundai Creta 1.4 CRDi S Plus,2016,55687,Diesel,Manual,First,21.38 kmpl,12.15,1215000
Volkswagen Vento 2013-2015 1.6 Comfortline,2014,17000,Petrol,Manual,First,15.04 kmpl,4.25,425000
BMW 3 Series Luxury Line,2017,34232,Diesel,Automatic,First,21.76 kmpl,35.84,3584000
Honda CR-V Petrol 2WD,2004,135000,Petrol,Automatic,Third,14.4 kmpl,3,300000
Renault Duster 110PS Diesel RxZ AWD,2012,80000,Diesel,Manual,First,19.72 kmpl,6.75,675000
Hyundai i20 Asta 1.2,2014,31045,Petrol,Manual,Second,18.6 kmpl,5.65,565000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2013,58000,Diesel,Automatic,Second,16.96 kmpl,7.5,750000
Hyundai Creta 1.6 SX Plus Diesel,2018,35480,Diesel,Manual,First,19.67 kmpl,13.34,1334000
Maruti Ciaz VDI SHVS,2016,62287,Diesel,Manual,First,28.09 kmpl,7.9,790000
Hyundai i20 Asta 1.4 CRDi,2015,46162,Diesel,Manual,First,22.54 kmpl,6.98,698000
Hyundai Verna 1.6 SX VTVT,2014,9200,Petrol,Manual,First,17.01 kmpl,5.75,575000
Volkswagen Polo Diesel Trendline 1.2L,2012,55339,Diesel,Manual,First,22.07 kmpl,2.65,265000
Volkswagen Polo Diesel Trendline 1.2L,2011,55476,Diesel,Manual,First,22.07 kmpl,2.49,249000
Maruti SX4 Vxi BSIII,2007,68553,Petrol,Manual,Second,15.0 kmpl,1.5,150000
Honda Mobilio RS Option i DTEC,2016,67376,Diesel,Manual,First,24.5 kmpl,6.5,650000
Renault Duster 110PS Diesel RxZ Plus,2013,42000,Diesel,Manual,First,19.64 kmpl,8,800000
Toyota Fortuner 2.8 2WD AT,2019,28069,Diesel,Automatic,First,12.9 kmpl,30.85,3085000
Volvo XC60 D4 SUMMUM,2014,93144,Diesel,Automatic,First,14.7 kmpl,17.15,1715000
Maruti Celerio VXI AT,2014,24300,Petrol,Automatic,First,23.1 kmpl,4.55,455000
Maruti Ciaz ZDi Plus,2015,47883,Diesel,Manual,Second,26.21 kmpl,7.4,740000
Audi Q5 2008-2012 2.0 TDI,2013,12467,Diesel,Automatic,First,12.8 kmpl,25.64,2564000
BMW X1 sDrive 20d Sportline,2013,56683,Diesel,Automatic,Second,17.05 kmpl,13.5,1350000
Ford Figo Petrol ZXI,2013,38000,Petrol,Manual,First,15.6 kmpl,3.55,355000
Hyundai Elantra CRDi SX,2018,35000,Diesel,Manual,First,22.7 kmpl,15,1500000
Hyundai Verna 1.6 i ABS,2007,80000,Petrol,Manual,Second,13.9 kmpl,1.95,195000
Honda Civic 2006-2010 1.8 S MT,2006,125000,Petrol,Manual,Second,13.5 kmpl,2.3,230000
Toyota Fortuner 4x4 MT,2013,123000,Diesel,Manual,Second,12.55 kmpl,15,1500000
Hyundai i10 Sportz,2012,70000,Petrol,Manual,First,20.36 kmpl,3.15,315000
Nissan Sunny 2011-2014 Diesel XL,2012,87982,Diesel,Manual,First,21.64 kmpl,5,500000
BMW 5 Series 2013-2017 520d Luxury Line,2013,40714,Diesel,Automatic,Second,18.12 kmpl,24.75,2475000
Chevrolet Optra Magnum 2.0 LT,2008,83000,Diesel,Manual,Second,16.52 kmpl,2.6,260000
Hyundai i10 Asta,2011,86000,Petrol,Manual,First,20.36 kmpl,3.75,375000
Skoda Laura Ambiente,2009,60002,Diesel,Manual,Second,17.5 kmpl,4.85,485000
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,60000,Diesel,Automatic,First,10.0 kmpl,27,2700000
Honda Amaze SX i-DTEC,2014,84677,Diesel,Manual,First,25.8 kmpl,3,300000
BMW X1 xDrive 20d xLine,2017,23000,Diesel,Automatic,First,20.68 kmpl,28.75,2875000
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,81424,Diesel,Manual,First,12.99 kmpl,14.49,1449000
Porsche Panamera 2010 2013 Diesel,2013,36400,Diesel,Automatic,First,7.5 kmpl,72,7200000
Nissan Sunny XV D,2012,70000,Diesel,Manual,Second,22.71 kmpl,4,400000
Maruti Swift Dzire LDI,2015,40000,Diesel,Manual,Second,26.59 kmpl,4.5,450000
Maruti Wagon R ZXI AMT 1.2,2019,600,Petrol,Automatic,First,21.5 kmpl,6.25,625000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,65320,Diesel,Automatic,Second,16.96 kmpl,11.5,1150000
Honda Accord 2.4 Inspire M/T,2009,79000,Petrol,Manual,Third,9.8 kmpl,3.1,310000
Honda City i VTEC V,2018,5000,Petrol,Manual,First,17.8 kmpl,10.11,1011000
Hyundai Verna 1.6 SX VTVT,2019,6028,Petrol,Manual,First,17.01 kmpl,11.54,1154000
Maruti Wagon R LX BSII,2006,86000,Petrol,Manual,Second,18.9 kmpl,1,100000
Maruti Swift Dzire Tour LDI,2013,160000,Diesel,Manual,Second,23.4 kmpl,2.5,250000
Audi Q5 2008-2012 2.0 TFSI Quattro,2011,59967,Petrol,Automatic,First,9.74 kmpl,18,1800000
Toyota Etios Cross 1.4 GD,2018,43127,Diesel,Manual,First,23.59 kmpl,6.85,685000
Hyundai i10 Era 1.1 iTech SE,2012,65727,Petrol,Manual,First,19.81 kmpl,2.97,297000
Hyundai Verna 1.6 VTVT,2013,70000,Petrol,Manual,First,17.01 kmpl,4.75,475000
Volkswagen Polo 1.5 TDI Highline,2018,39861,Diesel,Manual,First,20.14 kmpl,7.38,738000
BMW 5 Series 520d Sport Line,2017,16485,Diesel,Automatic,First,22.48 kmpl,42.75,4275000
Hyundai i20 1.4 Asta Optional With Sunroof,2010,77332,Diesel,Manual,Second,23.0 kmpl,3.65,365000
Hyundai Grand i10 Asta Option AT,2017,17489,Petrol,Automatic,First,18.9 kmpl,5.99,599000
Toyota Fortuner 4x2 4 Speed AT,2012,125000,Diesel,Automatic,First,11.5 kmpl,13.5,1350000
Maruti Baleno Zeta Automatic,2016,35129,Petrol,Automatic,First,21.4 kmpl,7,700000
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,22982,Petrol,Automatic,First,13.0 kmpl,10.95,1095000
Hyundai i10 Sportz,2013,54500,Petrol,Manual,Third,20.36 kmpl,2.95,295000
Tata Tigor XE Diesel,2017,16235,Diesel,Manual,First,24.7 kmpl,5.5,550000
Skoda Superb Style 1.8 TSI AT,2017,73641,Petrol,Automatic,First,14.67 kmpl,17.08,1708000
Maruti Swift Dzire VDI,2015,59572,Diesel,Manual,First,26.59 kmpl,6.85,685000
Honda CR-V 2.0 AT,2014,112827,Petrol,Automatic,First,13.1 kmpl,10.5,1050000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2010,118000,Diesel,Manual,First,12.8 kmpl,8.75,875000
Honda City 1.5 V MT,2010,60000,Petrol,Manual,First,17.0 kmpl,2.7,270000
Hyundai Verna VTVT 1.6 AT SX Plus,2012,75059,Petrol,Automatic,First,17.0 kmpl,4.25,425000
Toyota Etios 1.4 VXD,2018,3000,Diesel,Manual,First,23.59 kmpl,7.9,790000
Skoda Superb Elegance 1.8 TSI AT,2011,78000,Petrol,Automatic,Second,13.7 kmpl,4.5,450000
Nissan Sunny 2011-2014 Diesel XV,2012,47000,Diesel,Manual,First,21.64 kmpl,4,400000
Honda City 1.5 V MT Exclusive,2012,42000,Petrol,Manual,First,17.0 kmpl,4.75,475000
Hyundai Elite i20 Diesel Asta Option,2018,6820,Diesel,Manual,First,22.54 kmpl,7.65,765000
Chevrolet Optra 1.6 LT Royale,2013,55176,Petrol,Manual,Second,17.4 kmpl,3.47,347000
Honda Amaze S i-Vtech,2016,39854,Petrol,Manual,First,18.0 kmpl,5.64,564000
Volkswagen Polo Petrol Comfortline 1.2L,2013,24000,Petrol,Manual,First,16.47 kmpl,2.95,295000
Maruti Swift VDI,2016,55000,Diesel,Manual,First,22.9 kmpl,5.65,565000
Ford Endeavour 3.0L 4X4 AT,2012,45840,Diesel,Automatic,First,11.4 kmpl,8.41,841000
Maruti Baleno LXI,2006,155000,Petrol,Manual,Third,15.4 kmpl,0.85,85000
Maruti Wagon R LX,2003,125000,Petrol,Manual,Second,18.9 kmpl,0.8,80000
Volkswagen Polo 1.5 TDI Highline,2014,52951,Diesel,Manual,First,20.14 kmpl,5.65,565000
Hyundai Verna 1.6 SX VTVT (O),2013,49000,Petrol,Manual,First,17.1 kmpl,4.5,450000
Maruti Ciaz ZDi Plus SHVS,2015,52000,Diesel,Manual,First,28.09 kmpl,6.9,690000
Toyota Qualis Fleet A3,2001,227000,Diesel,Manual,Fourth & Above,0.0 kmpl,2.2,220000
Nissan Sunny 2011-2014 Diesel XL,2013,120005,Diesel,Manual,First,21.64 kmpl,4,400000
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,33000,Petrol,Manual,First,15.0 kmpl,5.6,560000
Maruti Eeco 7 Seater Standard,2016,126000,Petrol,Manual,First,15.1 kmpl,2.2,220000
Skoda Rapid Ultima 1.6 MPI Ambition Plus,2013,66700,Petrol,Manual,First,15.0 kmpl,4,400000
Toyota Fortuner 4x4 MT,2014,122000,Diesel,Manual,Second,12.55 kmpl,16,1600000
Hyundai Creta 1.6 CRDi SX,2016,29000,Diesel,Manual,First,19.67 kmpl,12.6,1260000
Hyundai i20 Magna Optional 1.2,2014,42315,Petrol,Manual,First,18.5 kmpl,4.79,479000
Maruti Wagon R LXI CNG,2015,22001,CNG,Manual,First,26.6 km/kg,3.65,365000
Honda City i DTEC V,2016,84580,Diesel,Manual,First,26.0 kmpl,6.83,683000
Maruti 800 Std,2002,75000,Petrol,Manual,First,16.1 kmpl,0.51,51000
Ford Ikon 1.3 Flair,2006,85000,Petrol,Manual,Second,13.8 kmpl,0.69,69000
Maruti Swift Dzire LXI,2015,24296,Petrol,Manual,First,20.85 kmpl,4.65,465000
Honda City 1.5 V MT Sunroof,2014,40000,Petrol,Manual,First,16.8 kmpl,6.49,649000
Hyundai Verna CRDi,2009,64514,Diesel,Manual,First,16.8 kmpl,2.9,290000
Hyundai Verna 1.6 SX VTVT,2016,35000,Petrol,Manual,First,17.01 kmpl,7.4,740000
Renault KWID RXT,2016,41000,Petrol,Manual,Second,25.17 kmpl,3.25,325000
Maruti Wagon R LXI,2008,60123,Petrol,Manual,Second,18.9 kmpl,1.95,195000
Hyundai Grand i10 Sportz,2015,53000,Petrol,Manual,Second,18.9 kmpl,4,400000
Hyundai i20 1.2 Asta,2017,9000,Petrol,Manual,First,18.6 kmpl,6.85,685000
Honda Amaze S i-Vtech,2015,53497,Petrol,Manual,First,18.0 kmpl,5.45,545000
Ford Fiesta 1.4 Duratorq ZXI,2007,68000,Diesel,Manual,First,17.8 kmpl,1.99,199000
Hyundai Verna SX CRDi AT,2014,65000,Diesel,Automatic,First,19.08 kmpl,8.99,899000
Toyota Etios VD SP,2014,45155,Diesel,Manual,First,23.59 kmpl,6.5,650000
Honda Jazz 1.2 V CVT i VTEC,2018,20026,Petrol,Automatic,First,19.0 kmpl,9.27,927000
Hyundai Verna 1.6 CRDi SX,2015,60000,Diesel,Manual,First,23.9 kmpl,6.99,699000
Mercedes-Benz CLA 200 D Sport Edition,2019,15976,Diesel,Automatic,First,17.9 kmpl,36.76,3676000
Skoda Octavia Elegance 1.8 TSI AT,2017,30523,Petrol,Automatic,First,14.7 kmpl,17.08,1708000
Chevrolet Beat Diesel LS,2013,26300,Diesel,Manual,First,25.44 kmpl,2.8,280000
Volkswagen Polo Diesel Trendline 1.2L,2011,66000,Diesel,Manual,First,22.07 kmpl,2.49,249000
Maruti SX4 S Cross DDiS 200 Zeta,2016,70000,Diesel,Manual,First,23.65 kmpl,8.85,885000
Honda City V MT,2011,46000,Petrol,Manual,First,16.8 kmpl,4.15,415000
Volkswagen Vento 1.5 TDI Highline,2017,28000,Diesel,Manual,First,20.64 kmpl,10,1000000
Hyundai Grand i10 1.2 Kappa Magna,2017,46000,Petrol,Manual,First,18.9 kmpl,4.75,475000
Renault KWID AMT RXL,2017,33000,Petrol,Automatic,First,24.04 kmpl,3.2,320000
Maruti Alto 800 LXI,2017,27718,Petrol,Manual,First,22.74 kmpl,3.28,328000
Ford Ecosport 1.5 Ti VCT MT Titanium,2013,58000,Petrol,Manual,First,15.8 kmpl,7.5,750000
Maruti Baleno Zeta,2018,33150,Petrol,Manual,First,21.4 kmpl,7.39,739000
Maruti Ritz VDi,2013,77000,Diesel,Manual,First,23.2 kmpl,3.65,365000
Mercedes-Benz E-Class 280 CDI,2007,70000,Diesel,Automatic,First,11.0 kmpl,11,1100000
Maruti Ritz VDi,2012,97000,Diesel,Manual,First,23.2 kmpl,3,300000
Chevrolet Beat Diesel LT,2012,75300,Diesel,Manual,Second,25.44 kmpl,2.25,225000
Maruti SX4 Vxi BSIV,2010,69918,Petrol,Manual,First,15.5 kmpl,2.83,283000
Maruti Omni 5 Seater BSIV,2019,4721,Petrol,Manual,First,14.0 kmpl,4.11,411000
Mitsubishi Pajero Sport Anniversary Edition,2014,39163,Diesel,Manual,First,13.5 kmpl,14.7,1470000
Mercedes-Benz S Class 2005 2013 S 300 L,2013,80000,Petrol,Automatic,First,13.0 kmpl,25,2500000
Chevrolet Beat Diesel LS,2015,66000,Diesel,Manual,First,25.44 kmpl,2.35,235000
Ford Figo 2015-2019 1.5D Titanium MT,2017,36154,Diesel,Manual,Second,25.83 kmpl,6.41,641000
Honda City i-VTEC VX,2012,34000,Petrol,Manual,First,17.4 kmpl,5.75,575000
Mercedes-Benz GLA Class 200 CDI SPORT,2016,60000,Diesel,Automatic,Second,17.9 kmpl,17.55,1755000
Hyundai Creta 1.4 CRDi S Plus,2015,32000,Diesel,Manual,First,21.38 kmpl,10.25,1025000
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,79985,Diesel,Manual,First,17.8 kmpl,3.16,316000
Audi A4 2.0 TDI,2014,37600,Diesel,Automatic,Second,16.55 kmpl,22.5,2250000
Hyundai i10 Magna 1.1,2015,31965,Petrol,Manual,First,19.81 kmpl,3.55,355000
BMW 3 Series 320i Sedan,2010,70749,Petrol,Automatic,First,12.05 kmpl,9.86,986000
BMW 7 Series 730Ld,2013,38000,Diesel,Automatic,First,16.46 kmpl,45,4500000
Hyundai Verna 1.6 SX VTVT,2017,41534,Petrol,Manual,First,17.01 kmpl,7.99,799000
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,54455,Diesel,Automatic,First,22.0 kmpl,6.5,650000
Chevrolet Aveo 1.4 LS,2007,42000,Petrol,Manual,First,14.49 kmpl,0.75,75000
Chevrolet Cruze LTZ,2018,52073,Diesel,Manual,Second,18.3 kmpl,9.87,987000
Hyundai i20 1.4 Sportz,2018,40175,Diesel,Manual,Second,22.54 kmpl,6.36,636000
Honda BRV i-VTEC V CVT,2017,16503,Petrol,Automatic,First,16.0 kmpl,9.5,950000
Hyundai Xcent 1.2 Kappa SX,2017,15029,Petrol,Manual,First,19.1 kmpl,6.05,605000
Maruti Alto 800 CNG LXI,2013,26200,CNG,Manual,First,30.46 km/kg,2.15,215000
Hyundai Grand i10 CRDi Sportz,2015,76362,Diesel,Manual,First,24.0 kmpl,5.5,550000
Maruti Alto LXi,2007,18700,Petrol,Manual,Second,19.7 kmpl,1.25,125000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,67585,Diesel,Manual,First,12.99 kmpl,11.99,1199000
Hyundai i10 Sportz 1.2 AT,2010,57000,Petrol,Automatic,Second,16.95 kmpl,2.5,250000
Honda City i-VTEC CVT V,2019,22321,Petrol,Automatic,First,18.0 kmpl,11.66,1166000
Maruti Zen LX,1998,95150,Petrol,Manual,Third,17.3 kmpl,0.53,53000
Maruti Wagon R LXI BS IV,2015,36428,Petrol,Manual,First,20.51 kmpl,3.1,310000
Ford Figo Diesel Titanium,2012,73500,Diesel,Manual,Second,20.0 kmpl,2.6,260000
Honda Amaze S i-Vtech,2015,47234,Petrol,Manual,First,18.0 kmpl,5.09,509000
Hyundai Accent GLE,2008,62364,Petrol,Manual,First,13.2 kmpl,2.3,230000
Hyundai Verna 1.6 SX CRDi (O),2012,89000,Diesel,Manual,First,22.32 kmpl,6,600000
Maruti Swift ZDi,2013,58653,Diesel,Manual,First,25.2 kmpl,4.4,440000
Mercedes-Benz B Class B180,2013,30000,Petrol,Automatic,Second,14.8 kmpl,11,1100000
Chevrolet Cruze LTZ,2014,64042,Diesel,Manual,First,17.3 kmpl,5.7,570000
Skoda Laura Ambiente 2.0 TDI CR AT,2013,120000,Diesel,Automatic,First,20.0 kmpl,6.95,695000
Mahindra Scorpio VLX 2WD BSIV,2014,90000,Diesel,Manual,First,12.05 kmpl,7.9,790000
BMW X1 xDrive 20d xLine,2018,30733,Diesel,Automatic,First,20.68 kmpl,29.3,2930000
Mercedes-Benz E-Class 2009-2013 E350 Petrol,2009,43600,Petrol,Automatic,First,10.93 kmpl,10.24,1024000
Skoda Superb Elegance 1.8 TSI AT,2010,71473,Petrol,Automatic,Second,13.7 kmpl,5.35,535000
Honda Brio VX AT,2014,39000,Petrol,Automatic,Second,16.5 kmpl,3.49,349000
Hyundai i10 Magna 1.2,2009,84045,Petrol,Manual,First,20.36 kmpl,2.85,285000
Honda City i VTEC SV,2014,57004,Petrol,Manual,First,17.4 kmpl,5.35,535000
Ford Figo Petrol ZXI,2012,75464,Petrol,Manual,First,15.6 kmpl,3.62,362000
Toyota Innova 2.5 G4 Diesel 7-seater,2006,142000,Diesel,Manual,First,12.8 kmpl,6.25,625000
Mahindra Verito 1.5 D6 BSIV,2012,118683,Diesel,Manual,Second,21.0 kmpl,3.19,319000
Mahindra KUV 100 G80 K8 Dual Tone,2018,42000,Petrol,Manual,First,18.15 kmpl,5.5,550000
Hyundai i20 Sportz Option 1.2,2019,12800,Petrol,Manual,First,18.6 kmpl,7.67,767000
Tata New Safari EX 4x2,2011,80000,Petrol,Manual,First,12.0 kmpl,5.5,550000
Maruti Swift Dzire VDi,2014,76126,Diesel,Manual,First,19.3 kmpl,6.6,660000
BMW X5 xDrive 30d M Sport,2017,21000,Diesel,Automatic,Second,15.97 kmpl,55,5500000
Audi A6 2011-2015 2.0 TDI Premium Plus,2013,85000,Diesel,Automatic,First,17.68 kmpl,21,2100000
Maruti Baleno Delta 1.2,2017,27000,Petrol,Manual,First,21.4 kmpl,4.5,450000
Hyundai Santa Fe 4WD AT,2016,45794,Diesel,Automatic,First,13.01 kmpl,20.67,2067000
Chevrolet Cruze LTZ AT,2013,57352,Diesel,Automatic,First,14.39 kmpl,6.5,650000
Mercedes-Benz E-Class 2015-2017 E250 Edition E,2018,41467,Diesel,Automatic,First,15.0 kmpl,37.98,3798000
Hyundai Santro Xing GLS,2009,42000,Petrol,Manual,First,17.92 kmpl,1.45,145000
Maruti Wagon R LXI CNG,2014,62549,CNG,Manual,First,26.6 km/kg,2.95,295000
Maruti Ciaz VDi Plus SHVS,2015,67048,Diesel,Manual,First,28.09 kmpl,7.9,790000
Honda City i-VTEC V,2018,11732,Petrol,Manual,First,17.4 kmpl,10.07,1007000
Nissan Terrano XL Plus ICC WT20 SE,2016,37000,Diesel,Manual,First,20.45 kmpl,6.5,650000
BMW 3 Series 320d Prestige,2015,30000,Diesel,Automatic,First,18.88 kmpl,22,2200000
Honda City i DTEC V,2016,53000,Diesel,Manual,First,26.0 kmpl,9.75,975000
Nissan Terrano XL Plus 85 PS,2014,60000,Diesel,Manual,First,20.45 kmpl,6,600000
Hyundai Grand i10 CRDi Sportz,2014,65000,Diesel,Manual,First,24.0 kmpl,3.99,399000
Hyundai Santro Xing XL eRLX Euro III,2008,51000,Petrol,Manual,First,17.0 kmpl,1.75,175000
